id,class_of,schoool,major,degree_level,grad_term,outcome,employer,position_country,position_city,position_state,salary,cont_edu,cont_edu_field,cont_edu_degree
4490,2023,Newark College of Engineering,Mechanical Engineering,Bachelor,202250,Full-Time,Freshpet,,,,,,,
4491,2023,Newark College of Engineering,Chemical Engineering,Bachelor,202310,Full-Time,Organon,,,,107000.00,,,
4492,2023,Newark College of Engineering,Computer Engineering,Bachelor,202250,Full-Time,,,,,,,,
4493,2023,Ying Wu College of Computing,Computer Science,Bachelor,202310,Full-Time,L3Harris,,,,,,,
4494,2023,Ying Wu College of Computing,Computer Science,Bachelor,202310,Full-Time,Prudential Financial,,,,,,,
4495,2023,Ying Wu College of Computing,Information Technology,Bachelor,202290,Full-Time,,,,,,,,
4496,2023,College of Science and Liberal Arts,Communication,Bachelor,202310,Full-Time,Haley & Aldrich,,,,,,,
4497,2023,Ying Wu College of Computing,Business and Information Systems,Bachelor,202290,Full-Time,ADP,,,,,,,
4498,2023,Martin Tuchman School of Management,Business,Bachelor,202290,Full-Time,,,,,,,,
4499,2023,Ying Wu College of Computing,Information Technology,Bachelor,202250,Full-Time,,,,,,,,
4500,2023,Newark College of Engineering,Environmental Engineering,Master,202310,Full-Time,,,,,,,,
4501,2023,College of Science and Liberal Arts,Environmental Science,Master,202250,Continuing Education,,USA,Newark,,,New Jersey Medical School,Health/Medicine,"Medical degree (M.D., DDS, etc.)"
4502,2023,Ying Wu College of Computing,Data Science - Computational Track,Master,202290,Full-Time,,,,,,,,
4503,2023,Newark College of Engineering,Civil Engineering,Bachelor,202310,Continuing Education,,USA,Newark,NJ,,New Jersey Institute of Technology,Engineering,Master's
4504,2023,Newark College of Engineering,Electrical Engineering,Master,202310,Full-Time,,,,,55000.00,,,
4505,2023,Newark College of Engineering,Civil Engineering,Bachelor,202310,Full-Time,Joseph M Sanzari INC,,,,,,,
4506,2023,Ying Wu College of Computing,Information Technology,Bachelor,202310,Continuing Education,,,,,,,,
4507,2023,Hillier College of Architecture and Design,Interior Design,Bachelor,202310,Full-Time,,,,,,,,
4508,2023,Newark College of Engineering,Mechanical Engineering,Bachelor,202290,Full-Time,,,,,,,,
4509,2023,Newark College of Engineering,Mechanical Engineering Technology,Bachelor,202310,Full-Time,,,,,,,,
4510,2023,Ying Wu College of Computing,Computer Science,Bachelor,202290,Full-Time,,,,,,,,
4511,2023,Newark College of Engineering,Mechanical Engineering,Bachelor,202310,Full-Time,,,,,,,,
4512,2023,Martin Tuchman School of Management,Management,Master,202310,Currently seeking employment,,,,,,,,
4513,2023,Newark College of Engineering,Mechanical Engineering Technology,Bachelor,202290,Full-Time,Mondelēz International,,,,,,,
4514,2023,Newark College of Engineering,Mechanical Engineering,Bachelor,202250,Full-Time,,,,,,,,
4515,2023,College of Science and Liberal Arts,Biology,Bachelor,202290,Internship,Bergen New Bridge Medical Center,,,,,,,
4516,2023,College of Science and Liberal Arts,Applied Physics,Bachelor,202310,Full-Time,Expedia Group,,,,,,,
4517,2023,Ying Wu College of Computing,Information Technology,Bachelor,202310,Full-Time,BMW of North America,,,,,,,
4518,2023,Ying Wu College of Computing,Computer Science,Master,202310,Full-Time,,,,,,,,
4519,2023,Newark College of Engineering,Mechanical Engineering,Bachelor,202310,Full-Time,,,,,,,,
4520,2023,College of Science and Liberal Arts,Biochemistry,Bachelor,202310,Continuing Education,Langan Engineering and Environmental Services,USA,Newark,,,New Jersey Medical School,Health/Medicine,"Medical degree (M.D., DDS, etc.)"
4521,2023,Newark College of Engineering,Mechanical Engineering,Master,202290,Full-Time,,,,,,,,
4522,2023,College of Science and Liberal Arts,Biology,Bachelor,202310,Continuing Education,Passaic County Community College,,,,,,,
4523,2023,Newark College of Engineering,Mechanical Engineering,Bachelor,202250,Full-Time,US POLO ASSN,,,,,,,
4524,2023,Newark College of Engineering,Biomedical Engineering,Master,202310,Full-Time,CS Energy,,,,,,,
4525,2023,Ying Wu College of Computing,Software Engineering,Master,202290,Full-Time,,,,,60000.00,,,
4526,2023,Newark College of Engineering,Civil Engineering,Master,202290,Full-Time,,,,,110000.00,,,
4527,2023,Ying Wu College of Computing,Cyber Security and Privacy,Master,202290,Full-Time,Paramount,,,,,,,
4528,2023,Ying Wu College of Computing,Computer Science,Bachelor,202310,Full-Time,,,,,,,,
4529,2023,Ying Wu College of Computing,Computer Science,Master,202290,Full-Time,Zinman and Company,,,,80000.00,,,
4530,2023,Ying Wu College of Computing,Computer Science,Bachelor,202250,Full-Time,Antares Vision Group,,,,,,,
4531,2023,Newark College of Engineering,Biomedical Engineering,Bachelor,202310,Currently seeking employment,Bristol Myers Squibb,,,,,,Engineering,Master's
4532,2023,College of Science and Liberal Arts,Chemistry,Doctorate,202310,Currently seeking employment,,,,,,,,
4533,2023,Newark College of Engineering,Engineering Management,Master,202310,Full-Time,,,,,89000.00,,,
4534,2023,Newark College of Engineering,Manufacturing Systems Engineering,Master,202310,Currently seeking employment,Avanade,,,,,,,
4535,2023,Ying Wu College of Computing,Information Technology,Bachelor,202310,Full-Time,,,,,,,,
4536,2023,Ying Wu College of Computing,Information Technology,Bachelor,202310,Full-Time,,,,,,,,
4537,2023,Newark College of Engineering,Biomedical Engineering,Bachelor,202310,Continuing Education,,USA,New Haven,CT,,Yale University - School of Medicine,Engineering,Master's
4538,2023,Newark College of Engineering,Industrial Engineering,Bachelor,202310,Full-Time,,,,,,,,
4539,2023,Ying Wu College of Computing,Computer Science,Bachelor,202250,Full-Time,"Lopez Law Firm, LLC",,,,,,,
4540,2023,Ying Wu College of Computing,IT Administration & Security,Master,202250,Full-Time,Agfa Corporation,,,,,,,
4541,2023,Newark College of Engineering,Mechanical Engineering,Bachelor,202250,Full-Time,BioBridge Global,,,,,,,
4542,2023,Ying Wu College of Computing,Computer Science,Bachelor,202250,Full-Time,Prudential Financial,,,,,,,
4543,2023,Newark College of Engineering,Mechanical Engineering,Bachelor,202310,Currently seeking employment,,,,,,,,
4544,2023,Hillier College of Architecture and Design,Digital Design,Bachelor,202310,Full-Time,L'OREAL,,,,,,,
4545,2023,Newark College of Engineering,Civil Engineering,Bachelor,202310,Full-Time,,,,,,,,
4546,2023,Newark College of Engineering,Mechanical Engineering,Bachelor,202290,Full-Time,,,,,,,,
4547,2023,Ying Wu College of Computing,Computer Science,Master,202310,Currently seeking employment,Novartis,,,,,,,
4548,2023,College of Science and Liberal Arts,Biology,Master,202310,Part-Time,Advantes Group,,,,52000.00,,,
4549,2023,Newark College of Engineering,Civil Engineering,Bachelor,202290,Full-Time,3K Engineering Design,,,,,,,
4550,2023,Ying Wu College of Computing,IT Administration & Security,Master,202310,Full-Time,Ernst & Young,,,,70000.00,,,
4551,2023,College of Science and Liberal Arts,"Science, Technology, and Society",Bachelor,202290,Full-Time,,,,,80000.00,,,
4552,2023,Newark College of Engineering,Biomedical Engineering,Master,202290,Full-Time,,,,,,,,
4553,2023,Newark College of Engineering,Computer Engineering,Bachelor,202310,Full-Time,"New Jersey (NJ) Precision Technologies, Inc. / NJPT",,,,,,,
4554,2023,Newark College of Engineering,Civil Engineering,Bachelor,202310,Full-Time,Aspire High Youth Development Inc.,,,,,,,
4555,2023,Newark College of Engineering,Power and Energy Systems,Master,202310,Currently seeking employment,Parsons,,,,,,,
4556,2023,Newark College of Engineering,Mechanical Engineering,Bachelor,202310,Full-Time,Inovalon,,,,72010.00,,,
4557,2023,Newark College of Engineering,Electrical Engineering,Bachelor,202310,Full-Time,UPS (United Parcel Service),,,,,,,
4558,2023,College of Science and Liberal Arts,Biology,Bachelor,202310,Full-Time,New Jersey Law Review Commission,,,,,,,
4559,2023,Ying Wu College of Computing,Information Technology,Bachelor,202310,Full-Time,,,,,,,,
4560,2023,Ying Wu College of Computing,Information Technology,Bachelor,202310,Currently seeking employment,,,,,,,,
4561,2023,Newark College of Engineering,Computer Engineering,Bachelor,202290,Full-Time,ADP,,,,,,,
4562,2023,Newark College of Engineering,Mechanical Engineering Technology,Bachelor,202310,Full-Time,Actalent,,,,,,,
4563,2023,Hillier College of Architecture and Design,Architecture,Bachelor,202310,Full-Time,ADP,,,,65000.00,,,
4564,2023,Hillier College of Architecture and Design,Architecture,Bachelor,202250,Full-Time,US Electrodynamics Inc.,,,,,,,
4565,2023,Martin Tuchman School of Management,Management,Master,202310,Currently seeking employment,,,,,,,,
4566,2023,Newark College of Engineering,Pharmaceutical Systems Management,Master,202310,Full-Time,,,,,,,,
4567,2023,Newark College of Engineering,Electrical Engineering,Master,202290,Full-Time,,,,,98800.00,,,
4568,2023,Ying Wu College of Computing,Computer Science,Master,202250,Full-Time,,,,,,,,
4569,2023,Newark College of Engineering,Mechanical Engineering,Bachelor,202290,Full-Time,,,,,40000.00,,,
4570,2023,College of Science and Liberal Arts,Biology,Bachelor,202310,Full-Time,,,,,,,,
4571,2023,Ying Wu College of Computing,Information Systems,Master,202310,Self-Employed,Carbro Constructors Corp,,,,,,,
4572,2023,Hillier College of Architecture and Design,Architecture,Bachelor,202310,Full-Time,Integrated DNA Technologies,,,,78000.00,,,
4573,2023,Martin Tuchman School of Management,Business,Bachelor,202310,Continuing Education,Marshanarchitects,USA,Newark,NJ,,New Jersey Institute of Technology,Management/Finance/Accounting,Master's
4574,2023,Ying Wu College of Computing,Data Science - Computational Track,Master,202290,Full-Time,"Sensiple Inc.,",,,,,,,
4575,2023,College of Science and Liberal Arts,Pharmaceutical Chemistry,Master,202310,Full-Time,SQ Innovations,,,,65000.00,,,
4576,2023,Newark College of Engineering,Computer Engineering,Master,202310,Full-Time,,,,,,,,Master's
4577,2023,Newark College of Engineering,Engineering Management,Master,202310,Full-Time,ADP,,,,78000.00,,,
4578,2023,Newark College of Engineering,Mechanical Engineering,Master,202290,Full-Time,PSEG,,,,85000.00,,,
4579,2023,Ying Wu College of Computing,Information Technology,Bachelor,202310,Continuing Education,Self-employed,USA,New York City,NY,,New York University,Computing,Master's
4580,2023,Hillier College of Architecture and Design,Architecture,Master,202310,Full-Time,,,,,,,,
4581,2023,Ying Wu College of Computing,Cyber Security and Privacy,Master,202310,Full-Time,,,,,,,,
4582,2023,Ying Wu College of Computing,Data Science - Computational Track,Master,202290,Full-Time,L3Harris,,,,50000.00,,,
4583,2023,Newark College of Engineering,Engineering Management,Master,202310,Full-Time,,,,,,,,
4584,2023,Newark College of Engineering,Civil Engineering,Bachelor,202310,Full-Time,,,,,,,,
4585,2023,Ying Wu College of Computing,Computer Science,Master,202290,Full-Time,"Infinity Contracting Services, Corp.",,,,,,,
4586,2023,Newark College of Engineering,Construction Engineering Technology,Bachelor,202290,Full-Time,,,,,,,,
4587,2023,Newark College of Engineering,Mechanical Engineering,Bachelor,202290,Currently seeking employment,,,,,,,,
4588,2023,Ying Wu College of Computing,Computer Science,Bachelor,202250,Full-Time,Olympia Fencing Center INC.,,,,,,,
4589,2023,Newark College of Engineering,Construction Management Technology,Bachelor,202290,Full-Time,Phillipsburg School District,,,,,,,
4590,2023,Martin Tuchman School of Management,MBA,Master,202290,Currently seeking employment,,,,,,,Management/Finance/Accounting,M.B.A.
4591,2023,Martin Tuchman School of Management,Management,Master,202310,Full-Time,,,,,,,,
4592,2023,Martin Tuchman School of Management,Management,Master,202310,Currently seeking employment,Michael Graves,,,,,,,
4593,2023,Newark College of Engineering,Mechanical Engineering,Bachelor,202290,Full-Time,Pure Power Engineering,,,,,,,
4594,2023,Ying Wu College of Computing,Data Science - Computational Track,Master,202290,Continuing Education,,,,,,,,
4595,2023,Newark College of Engineering,Mechanical Engineering,Bachelor,202310,Full-Time,Micro Manufacturing Solutions For Life,,,,,,,
4596,2023,Ying Wu College of Computing,Business and Information Systems,Master,202290,Full-Time,,,,,,,,
4597,2023,Ying Wu College of Computing,Information Technology,Bachelor,202310,Continuing Education,IH Engineers,,,,,,,
4598,2023,Ying Wu College of Computing,Computer Science,Bachelor,202310,Full-Time,ADP,USA,Newark,NJ,,New Jersey Institute of Technology,Computing,Master's
4599,2023,Newark College of Engineering,Computer Engineering,Bachelor,202310,Full-Time,,,,,,,,
4600,2023,Ying Wu College of Computing,Information Systems,Master,202290,Full-Time,,,,,70000.00,,,
4601,2023,Newark College of Engineering,Civil Engineering,Bachelor,202250,Full-Time,,,,,,,,
4602,2023,Martin Tuchman School of Management,Management,Master,202310,Full-Time,,,,,,,,
4603,2023,Newark College of Engineering,Biomedical Engineering,Master,202310,Full-Time,,,,,,,,
4604,2023,Ying Wu College of Computing,Information Technology,Bachelor,202290,Full-Time,ZimVie,,,,55000.00,,,
4605,2023,Ying Wu College of Computing,Computer Science,Bachelor,202310,Full-Time,Avis Budget Group,USA,Newark,NJ,,New Jersey Institute of Technology,,
4606,2023,Ying Wu College of Computing,Information Technology,Bachelor,202310,Full-Time,BullCompass,,,,,,,
4607,2023,Ying Wu College of Computing,Computer Science,Master,202290,Full-Time,DGC Contracting,,,,,,,
4608,2023,Hillier College of Architecture and Design,Architecture,Master,202310,Full-Time,,,,,,,,
4609,2023,Martin Tuchman School of Management,Business,Bachelor,202290,Full-Time,Connection 18 Inc,,,,,,,
4610,2023,Hillier College of Architecture and Design,Architecture,Bachelor,202310,Full-Time,,,,,,,,
4611,2023,Ying Wu College of Computing,Business and Information Systems,Master,202310,Full-Time,Multiplan,,,,,,,
4612,2023,College of Science and Liberal Arts,Chemistry,Bachelor,202290,Full-Time,SGS & Co,USA,Fairfield,NJ,,,,Master's
4613,2023,Newark College of Engineering,Industrial Engineering,Doctorate,202290,Full-Time,Stryde Management,,,,,,,
4614,2023,Ying Wu College of Computing,Information Technology,Bachelor,202310,Full-Time,,,,,,,,
4615,2023,Newark College of Engineering,Mechanical Engineering,Bachelor,202310,Full-Time,Schneider Electric,,,,,,,
4616,2023,Ying Wu College of Computing,Business and Information Systems,Bachelor,202310,Full-Time,San Diego State University,,,,,,,
4617,2023,Newark College of Engineering,Mechanical Engineering,Bachelor,202290,Full-Time,Redwoods Grill & Bar,,,,,,,
4618,2023,Martin Tuchman School of Management,Management,Master,202290,Full-Time,Perimeterwatch Technologies,,,,,,,
4619,2023,Ying Wu College of Computing,Computer Science,Bachelor,202310,Currently seeking employment,,,,,,,,
4620,2023,Ying Wu College of Computing,Software Engineering,Master,202310,Full-Time,Kintone,,,,75000.00,,,
4621,2023,Newark College of Engineering,Mechanical Engineering,Bachelor,202310,Currently seeking employment,,,,,,,,
4622,2023,College of Science and Liberal Arts,Applied Physics,Bachelor,202290,Full-Time,L3Harris,,,,,,,
4623,2023,Newark College of Engineering,Electrical and Computer Engineering Technology,Bachelor,202310,Full-Time,Self-employed,,,,,,,
4624,2023,Ying Wu College of Computing,Information Technology,Bachelor,202250,Full-Time,"RAM Computer, Inc.",,,,,,,
4625,2023,Hillier College of Architecture and Design,Architecture,Master,202310,Currently seeking employment,sabert,,,,,,,
4626,2023,Newark College of Engineering,Biomedical Engineering,Doctorate,202250,Full-Time,DevelopWith LLC,,,,60000.00,,,
4627,2023,Newark College of Engineering,Computer Engineering,Bachelor,202250,Full-Time,,,,,,,,
4628,2023,Ying Wu College of Computing,Information Technology,Bachelor,202310,Full-Time,Inglese Architecture + Engineering,,,,,,,Master's
4629,2023,Newark College of Engineering,Mechanical Engineering,Bachelor,202310,Full-Time,,,,,67000.00,,,
4630,2023,Newark College of Engineering,Mechanical Engineering,Bachelor,202310,Full-Time,,,,,,,,
4631,2023,Ying Wu College of Computing,Computer Science,Bachelor,202310,Continuing Education,Crestron,USA,Boston,MA,,Boston University,,Master's
4632,2023,Newark College of Engineering,Chemical Engineering,Bachelor,202310,Continuing Education,Battelle Memorial Institute,USA,Newark,NJ,,New Jersey Institute of Technology,,"Doctoral Degree (Ph.D., Ed.D,)"
4633,2023,Newark College of Engineering,Electrical Engineering,Bachelor,202290,Full-Time,Major League Baseball,,,,,,,
4634,2023,Newark College of Engineering,Mechanical Engineering,Bachelor,202310,Full-Time,,,,,,,,
4635,2023,Martin Tuchman School of Management,MBA,Master,202290,Full-Time,,,,,,,,
4636,2023,Ying Wu College of Computing,Computer Science,Bachelor,202290,Full-Time,YMCA of the USA,,,,,,,
4637,2023,Ying Wu College of Computing,Information Technology,Bachelor,202250,Full-Time,USPTO,,,,,,,
4638,2023,Newark College of Engineering,Electrical and Computer Engineering Technology,Bachelor,202310,Full-Time,New Jersey Department of Transportation (NJDOT),,,,79000.00,,,
4639,2023,Newark College of Engineering,Electrical Engineering,Bachelor,202310,Full-Time,Ware Malcomb,,,,70013.00,,,
4640,2023,Ying Wu College of Computing,Computer Science,Master,202290,Currently seeking employment,,,,,,,,Master's
4641,2023,College of Science and Liberal Arts,Biology,Bachelor,202310,Continuing Education,VAANDU,,,,,,,
4642,2023,Newark College of Engineering,Mechanical Engineering Technology,Bachelor,202310,Currently seeking employment,,,,,,,,
4643,2023,College of Science and Liberal Arts,Biology,Bachelor,202310,Continuing Education,,USA,Dobbs Ferry,NY,,Mercy College - Physician Assistant Program,Science,Master's
4644,2023,Newark College of Engineering,Mechanical Engineering,Bachelor,202310,Continuing Education,Scholes Electric & Communications,USA,Newark,NJ,,New Jersey Institute of Technology,Engineering,Master's
4645,2023,Ying Wu College of Computing,Business and Information Systems,Bachelor,202250,Full-Time,,,,,,,,
4646,2023,Newark College of Engineering,Engineering Management,Master,202310,Full-Time,Lupin Pharmaceuticals,,,,77000.00,,,
4647,2023,Newark College of Engineering,Computer Engineering,Master,202310,Full-Time,ADP,,,,,,,
4648,2023,Hillier College of Architecture and Design,Architecture,Bachelor,202310,Full-Time,,,,,,,,
4649,2023,Ying Wu College of Computing,Computer Science,Bachelor,202310,Full-Time,,,,,,,,
4650,2023,Newark College of Engineering,Industrial Engineering,Master,202290,Full-Time,Ametek,,,,,,,
4651,2023,Newark College of Engineering,Mechanical Engineering,Bachelor,202290,Full-Time,"Genadyne Biotechnologies, Inc.",,,,,,,
4652,2023,Newark College of Engineering,Electrical Engineering,Bachelor,202310,Full-Time,Dotdash Meredith,,,,73500.00,,,
4653,2023,Newark College of Engineering,Engineering Management,Master,202290,Continuing Education,PSEG,,,,,,,
4654,2023,Newark College of Engineering,Civil Engineering,Bachelor,202290,Full-Time,SESI Consulting Engineers,,,,,,,
4655,2023,Newark College of Engineering,Computer Engineering,Bachelor,202310,Full-Time,General Dynamics,,,,,,,
4656,2023,Newark College of Engineering,Civil Engineering,Master,202310,Full-Time,,,,,,,,
4657,2023,Martin Tuchman School of Management,MBA,Master,202310,Full-Time,EDDA Technology,,,,92000.00,,,
4658,2023,Hillier College of Architecture and Design,Digital Design,Bachelor,202310,Internship,Galapagos Islands Awareness Campaign,,,,,,,
4659,2023,College of Science and Liberal Arts,Pharmaceutical Chemistry,Master,202310,Currently seeking employment,,,,,,,,
4660,2023,Ying Wu College of Computing,Information Technology,Bachelor,202310,Full-Time,,,,,,,,
4661,2023,Newark College of Engineering,Electrical and Computer Engineering Technology,Bachelor,202310,Full-Time,Humana,,,,,,,
4662,2023,Martin Tuchman School of Management,MBA,Master,202310,Full-Time,Colgate University,,,,,,,
4663,2023,Newark College of Engineering,Civil Engineering,Bachelor,202250,Full-Time,"ANS Geo, Inc",,,,,,,
4664,2023,Newark College of Engineering,Mechanical Engineering,Bachelor,202290,Full-Time,,,,,,,,
4665,2023,Newark College of Engineering,Civil Engineering,Master,202290,Full-Time,New Jersey Department of Transportation (NJDOT),USA,Trenton,NJ,70713.00,,,Master's
4666,2023,Newark College of Engineering,Biomedical Engineering,Bachelor,202310,Full-Time,Bristol Myers Squibb,,,,83200.00,,,
4667,2023,Newark College of Engineering,Chemical Engineering,Bachelor,202310,Full-Time,CR Clean Air Group,,,,,,,
4668,2023,Newark College of Engineering,Industrial Engineering,Bachelor,202310,Full-Time,,,,,,,,
4669,2023,Newark College of Engineering,Occupational Safety and Health Engineering,Master,202250,Full-Time,,,,,,,,
4670,2023,Ying Wu College of Computing,Information Systems,Master,202310,Full-Time,Analytical Sales and Services,,,,,,,
4671,2023,Newark College of Engineering,Mechanical Engineering,Bachelor,202310,Full-Time,Portsmouth Naval Shipyard,,,,,,,
4672,2023,College of Science and Liberal Arts,Mathematical Sciences,Bachelor,202310,Full-Time,Equitable Holdings,,,,79000.00,,,
4673,2023,Newark College of Engineering,Biomedical Engineering,Bachelor,202290,Full-Time,The Okonite Company,,,,,,,
4674,2023,Newark College of Engineering,Electrical Engineering,Bachelor,202310,Full-Time,Burns & McDonnell,USA,Newark,NJ,87400.00,New Jersey Institute of Technology,Engineering,Master's
4675,2023,Ying Wu College of Computing,Computer Science,Master,202310,Full-Time,UnitedHealth Group,,,,95000.00,,,
4676,2023,Martin Tuchman School of Management,Business,Bachelor,202310,Full-Time,,,,,,,,
4677,2023,Newark College of Engineering,Civil Engineering,Bachelor,202250,Full-Time,,,,,,,,
4678,2023,Newark College of Engineering,Civil Engineering,Bachelor,202310,Internship,Matrix New World Engineering,,,,,,,
4679,2023,Newark College of Engineering,Mechanical Engineering,Bachelor,202310,Full-Time,,,,,80000.00,,,
4680,2023,Ying Wu College of Computing,Human-Computer Interaction,Bachelor,202310,Full-Time,Bristol Myers Squibb,USA,Princeton,NJ,75000.00,,,
4681,2023,Newark College of Engineering,Electrical Engineering,Bachelor,202250,Full-Time,MEK Review,,,,,,,
4682,2023,Newark College of Engineering,Biomedical Engineering,Bachelor,202290,Full-Time,BAE Systems,,,,,,,
4683,2023,Newark College of Engineering,Mechanical Engineering,Bachelor,202310,Full-Time,ENtrust Engineering Solutions,,,,,,,
4684,2023,Newark College of Engineering,Civil Engineering,Bachelor,202310,Full-Time,Meridia construction,,,,65000.00,,,
4685,2023,Newark College of Engineering,Biomedical Engineering,Master,202290,Full-Time,Princeton University,,,,,,,
4686,2023,College of Science and Liberal Arts,Biology,Bachelor,202310,Continuing Education,,USA,Newark,,,New Jersey Medical School,Health/Medicine,"Medical degree (M.D., DDS, etc.)"
4687,2023,Newark College of Engineering,Mechanical Engineering Technology,Bachelor,202290,Full-Time,General Dynamics,,,,,,,
4688,2023,Ying Wu College of Computing,Information Technology,Bachelor,202290,Full-Time,Najarian Associates,,,,,,,
4689,2023,Newark College of Engineering,Power and Energy Systems,Master,202310,Full-Time,KLA,,,,,,,
4690,2023,Newark College of Engineering,Computer Engineering,Bachelor,202310,Full-Time,Best Buy,,,,,,,
4691,2023,Ying Wu College of Computing,Computer Science,Master,202310,Full-Time,,,,,,,,
4692,2023,Newark College of Engineering,Civil Engineering,Bachelor,202290,Full-Time,,,,,,,,
4693,2023,Newark College of Engineering,Engineering Management,Master,202310,Full-Time,,,,,,,,
4694,2023,Martin Tuchman School of Management,Business,Bachelor,202310,Full-Time,SEI Investments,USA,Oaks,PA,65000.00,,,Master's
4695,2023,Newark College of Engineering,Civil Engineering,Master,202250,Full-Time,,,,,,,,
4696,2023,Newark College of Engineering,Electrical Engineering,Master,202310,Full-Time,Bank of America,,,,,,,
4697,2023,Newark College of Engineering,Civil Engineering,Bachelor,202250,Full-Time,,,,,,,,
4698,2023,Newark College of Engineering,Mechanical Engineering,Bachelor,202250,Continuing Education,Cognizant,USA,Newark,NJ,,New Jersey Institute of Technology,Engineering,Master's
4699,2023,Ying Wu College of Computing,Computer Science,Bachelor,202290,Full-Time,St. John's University,,,,,,,
4700,2023,Newark College of Engineering,Mechanical Engineering,Bachelor,202310,Full-Time,"Weeks Marine, Inc.",,,,,,,
4701,2023,College of Science and Liberal Arts,Biology,Bachelor,202310,Continuing Education,Wenesco,,,,,,,
4702,2023,Hillier College of Architecture and Design,Urban Systems,Doctorate,202290,Full-Time,,,,,,,,
4703,2023,Newark College of Engineering,Computer Engineering,Bachelor,202290,Currently seeking employment,Swissport,,,,,,,
4704,2023,Newark College of Engineering,Mechanical Engineering,Bachelor,202310,Full-Time,Crestron,,,,,,,
4705,2023,Newark College of Engineering,Mechanical Engineering,Bachelor,202290,Full-Time,,,,,,,,
4706,2023,Newark College of Engineering,Mechanical Engineering Technology,Bachelor,202310,Full-Time,Raytheon Technologies,,,,62400.00,,,
4707,2023,Martin Tuchman School of Management,Business,Bachelor,202250,Full-Time,,,,,,,,
4708,2023,Newark College of Engineering,Engineering Management,Master,202310,Full-Time,Chiesi Group,,,,,,,
4709,2023,Martin Tuchman School of Management,Management,Master,202310,Full-Time,ZT Systems,,,,,,,
4710,2023,Newark College of Engineering,Mechanical Engineering,Bachelor,202310,Full-Time,Accenture,,,,,,,
4711,2023,Ying Wu College of Computing,Computer Science,Master,202290,Full-Time,ADP,,,,150000.00,,,
4712,2023,Ying Wu College of Computing,Computer Science,Doctorate,202290,Full-Time,Citi,,,,,,,
4713,2023,Ying Wu College of Computing,Business and Information Systems,Bachelor,202290,Full-Time,,,,,,,,
4714,2023,Newark College of Engineering,Engineering Management,Master,202290,Full-Time,"i3 Pharmaceuticals, LLC",,,,120000.00,,,
4715,2023,Newark College of Engineering,Industrial Engineering,Bachelor,202290,Full-Time,,,,,,,,
4716,2023,Newark College of Engineering,Computer Technology,Bachelor,202250,Full-Time,"Airtech Vacuum, Inc.",,,,,,,
4717,2023,Newark College of Engineering,Computer Engineering,Bachelor,202310,Full-Time,Naval Nuclear Laboratory (FMP),,,,75000.00,,,
4718,2023,Newark College of Engineering,Civil Engineering,Master,202250,Full-Time,,,,,98500.00,,,
4719,2023,Newark College of Engineering,Civil Engineering,Bachelor,202290,Full-Time,,,,,,,,
4720,2023,Newark College of Engineering,Computer Engineering,Bachelor,202310,Full-Time,,,,,,,,
4721,2023,Newark College of Engineering,Mechanical Engineering Technology,Bachelor,202290,Full-Time,,,,,41600.00,,,
4722,2023,Martin Tuchman School of Management,Management,Master,202310,Currently seeking employment,,,,,,,,
4723,2023,Newark College of Engineering,Biomedical Engineering,Bachelor,202310,Full-Time,,,,,,,,
4724,2023,Ying Wu College of Computing,Information Technology,Bachelor,202310,Continuing Education,KELLER,USA,Newark,NJ,,New Jersey Institute of Technology,Computing,Master's
4725,2023,Newark College of Engineering,Engineering Management,Master,202290,Full-Time,,,,,,,,
4726,2023,Ying Wu College of Computing,Information Systems,Master,202310,Full-Time,,,,,,,,
4727,2023,Hillier College of Architecture and Design,Architecture,Bachelor,202310,Full-Time,,,,,,,,
4728,2023,Newark College of Engineering,Computer Engineering,Bachelor,202310,Full-Time,Best Buy,,,,,,,
4729,2023,Ying Wu College of Computing,Data Science - Computational Track,Master,202290,Full-Time,,,,,,,,
4730,2023,Ying Wu College of Computing,Information Technology,Bachelor,202310,Full-Time,TRC Companies,,,,90000.00,,,
4731,2023,College of Science and Liberal Arts,Mathematical Sciences,Bachelor,202290,Internship,United Parcel Service General Services Co,,,,,,,
4732,2023,Newark College of Engineering,Civil Engineering,Master,202310,Full-Time,,,,,,,,
4733,2023,Newark College of Engineering,Civil Engineering,Bachelor,202290,Full-Time,,,,,,,,
4734,2023,Ying Wu College of Computing,Computer Science,Bachelor,202310,Full-Time,Peter Coffin Studio,,,,,,,
4735,2023,Ying Wu College of Computing,Computer Science,Bachelor,202310,Full-Time,Mainstream Fluid & Air,,,,120000.00,,,
4736,2023,College of Science and Liberal Arts,Biology,Bachelor,202310,Continuing Education,,USA,Stratford,NJ,,Rowan University School of Osteopathic Medicine,Health/Medicine,"Medical degree (M.D., DDS, etc.)"
4737,2023,Hillier College of Architecture and Design,Architecture,Bachelor,202250,Full-Time,Cognizant,,,,,,,
4738,2023,Newark College of Engineering,Mechanical Engineering,Bachelor,202310,Full-Time,Boeing,USA,Berkeley,MO,77000.00,,,
4739,2023,Newark College of Engineering,Electrical Engineering,Bachelor,202310,Full-Time,,,,,,,,
4740,2023,Newark College of Engineering,Civil Engineering,Bachelor,202250,Full-Time,Dollar Tree Stores,,,,,,,
4741,2023,Ying Wu College of Computing,Computer Science,Bachelor,202310,Full-Time,FDA,,,,,,,
